ÒÚ‡Ú¸ˇ;‡‚ÚÓ˚;ˆËÚËÛ˛Ú;ÊÛÌ‡Î;ÒÚ‡Ì‡
Fiber-optic electron-spin-resonance thermometry of single laser-activated neurons;['LANIN AA', 'FEDOTOV IV', 'ERMAKOVA YG', 'SIDOROV-BIRYUKOV DA', 'FEDOTOV AB', 'HEMMER P', 'BELOUSOV VV', 'ZHELTIKOV AM'];['ACOSTA V M', 'BAUCH E', 'LEDBETTER M P', 'BALASUBRAMANIAN GOPALAKRISHNAN', 'CHAN I Y', 'KOLESOV ROMAN', 'BATH DANIEL E', 'STOWERS JOHN R', 'HOERMANN DOROTHEA', 'BERNSTEIN JACOB G', 'GARRITY PAUL A', 'BOYDEN EDWARD S', 'CHEN RITCHIE', 'ROMERO GABRIELA', 'CHRISTIANSEN MICHAEL G', 'CHEN SHIJIA', 'CHIU CINDY N', 'MCARTHUR KIMBERLY L', 'ERMAKOVA YULIA G', 'BILAN DMITRY S', 'MATLASHOV MIKHAIL E', 'FEDOTOV I V', 'BLAKLEY S', 'SEREBRYANNIKOV E E', 'SAFRONOV N A', 'ERMAKOVA YU G', 'GRACHEVA ELENA O', 'CORDERO-MORALES JULIO F', 'GONZALEZ-CARCACIA JOSE A', 'INGOLIA NICHOLAS T', 'KELLY YVONNE M', 'KARASHIMA YUJI', 'TALAVERA KAREL', 'EVERAERTS WOUTER', 'KIYONAKA SHIGEKI', 'KAJIMOTO TAKETOSHI', 'SAKAGUCHI REIKO', 'KUCSKO G', 'MAURER P C', 'YAO N Y', 'MCKEMY DD', 'NEUHAUSSER WM', 'JULIUS D', 'MONTGOMERY JC', 'MACDONALD JA', 'OKABE KOHKI', 'INADA NORIKO', 'GOTA CHIE', 'RAMSEY IS', 'DELLING M', 'CLAPHAM DE', 'SHANG LI', 'STOCKMAR FLORIAN', 'AZADFAR NAGHMEH', 'TAKEI YOSHIAKI', 'ARAI SATOSHI', 'MURATA ATSUSHI', 'VRIENS JORIS', 'NILIUS BERND', 'VOETS THOMAS', 'YANG JUI-MING', 'YANG HAW', 'LIN LIWEI', 'YANG LIN', 'PENG HONG-SHANG', 'DING HE'];OPTICS LETTERS;Russia
First high resolution analysis of the 2v(1), 2v(3), and v(1) + v(3) bands of (SO2)-O-18;['ULENIKOV ON', 'BEKHTEREVA ES', 'GROMOVA OV', 'ZAMOTAEVA VA', 'SKLYAROVA EA', 'SYDOW C', 'MAUL C', 'BAUERECKER S'];['ALBERT S', 'ANTIPOV AB', 'BYKOV AD', 'KAPITANOV VA', 'BARBE A', 'SECROUN C', 'JOUVE P', 'BEZARD B', 'DEBERGH C', 'FEGLEY B', 'MAKUSHKIN YS', 'CHEGLOKOV AE', 'ZHILYAKOV AS', 'ESPOSITO LW', 'WINICK JR', 'STEWART AI', 'FLAUD J -M', 'LAFFERTY W J', 'SAMS R L', 'FLAUD JM', 'PERRIN A', 'SALAH LM', 'CAMYPEYRET C', 'GUELACHVILI G', 'NAUMENKO OV', 'HU SM', 'ONOPENKO GA', 'HUANG XINCHUAN', 'SCHWENKE DAVID W', 'LEE TIMOTHY J', 'NGOM EL HADJI ABIB', 'LAFFERTY WJ', 'PINE AS', 'HILPERT G', 'LINDENMAYER J', 'JONES H', 'TYPKE V', 'RUDOLPH HD', 'LOVAS FJ', 'MARCQ EMMANUEL', 'BERTAUX JEAN-LOUP', 'MONTMESSIN FRANCK', 'MCCORMICK MP', 'THOMASON LW', 'TREPTE CR'];JOURNAL OF QUANTITATIVE SPECTROSCOPY & RADIATIVE TRANSFER;Russia
Photometric modelling for laboratory measurements of dark volcanic sand;['WILKMAN O', 'GRITSEVICH M', 'ZUBKO N', 'PELTONIEMI JI', 'MUINONEN K'];['ARNALDS OLAFUR', 'DAGSSON-WALDHAUSEROVA PAVLA', 'OLAFSSON HARALDUR', 'BONDARENKO SERGEY', 'OVCHARENKO ANDREY', 'SHKURATOV YURIY', 'CORD AM', 'PINET PC', 'DAYDOU Y', 'DOMINGUE DEBORAH L', 'DENEVI BRETT W', 'MURCHIE SCOTT L', 'HAPKE BRUCE', 'JOHNSON JEFFREY R', 'SHEPARD MICHAEL K', 'GRUNDY WILLIAM M', 'LUMME K', 'BOWELL E', 'MEINANDER O', 'KONTU A', 'VIRKKULA A', 'NARANEN J', 'KAASALAINEN S', 'PELTONIEMI J', 'PELTONIEMI J I', 'HAKALA T', 'PELTONIEMI JOUNI', 'HAKALA TEEMU', 'SUOMALAINEN JUHA', 'PELTONIEMI JOUNI I', 'HELFENSTEIN PAUL', 'SHKURATOV Y', 'OVCHARENKO A', 'ZUBKO E', 'STARUKHINA L', 'HOFFMANN H', 'SVENSSON JONAS', 'VIRKKULA AKI', 'MEINANDER OUTI', 'VIDEEN G', 'WILKMAN OLLI', 'MUINONEN KARRI', 'ZUBKO NATALIYA', 'GRITSEVICH MARIA', 'ZUBKO EVGENIJ'];JOURNAL OF QUANTITATIVE SPECTROSCOPY & RADIATIVE TRANSFER;Russia
Pressure broadening of the electric dipole and Raman lines of CO2 by argon: Stringent test of the classical impact theory at different temperatures on a benchmark system;['IVANOV SV', 'BUZYKIN OG'];['BULDYREVA J', 'NGUYEN L', 'CHAPMAN S', 'GREEN S', 'GOMEZ LAURA', 'IYANOV SERGEY V', 'BUZYKIN OLEG G', 'GORDON RG', 'HARTMANN J M', 'BOULET C', 'ROBERT D', 'HUTSON JM', 'ERNESTI A', 'LAW MM', 'IVANOV SERGEY V', 'LANGER RE', 'IVANOV S V', 'BUZYKIN O G', 'PATTENGILL MD', 'POVEY CHAD', 'GUILLOREL-OBREGON MILENO', 'PREDOI-CROSS ADRIANA', 'BONAMY J', 'ROCHE CF', 'DICKINSON AS', 'ROTHMAN LS', 'JACQUINET-HUSSON N', 'THIBAULT F', 'BOISSOLES J', 'CALIL B', 'THIBAULT FRANCK', 'MARTINEZ RAUL Z', 'BERMEJO DIONISIO'];JOURNAL OF QUANTITATIVE SPECTROSCOPY & RADIATIVE TRANSFER;Russia
Study of the defects in La3Ta0.5Ga5.5O14 single crystals;['SPASSKY DA', 'KOZLOVA NS', 'KOZLOVA AP', 'ZABELINA EV', 'BUZANOV OA', 'BURYI M', 'LAGUTA V', 'LEBBOU K', 'NEHARI A', 'CABANE H', 'DUMORTIER M', 'NAGIRNYI V'];"['ALEKSANYAN EDUARD', 'KIRM MARCO', 'VIELHAUER SEBASTIAN', 'ALYABYEVA L', 'BURKOV V', 'MILL B', 'BOHM J', 'HEIMANN RB', 'HENGST M', 'BOURSIER ELODIE', 'SEGONDS PATRICIA', 'BOULANGER BENOIT', 'SPASSKY D A', 'HYBLER J', 'BOHACEK P', 'CHERNENKO K', 'CHUNG CHAN-YEUP', 'YAOKAWA RITSUKO', 'MIZUSEKI HIROSHI', 'DOMOROSHCHINA EN', 'DUBOVSKII AB', ""KUZ'MICHEVA GM"", 'FU XIUWEI', 'VILLORA ENCARNACION G', 'OSHIMA YUICHI', 'FUTAMI YOSHISUKE', 'YANAGIDA TAKAYUKI', 'FUJIMOTO YUTAKA', 'GEORGESCU S', 'VOICULESCU A M', 'TOMA O', 'MATEI C', 'CHINIE A M', 'GHEORGHE L', 'GYORGY EM', 'LUTHER LC', 'LECRAW RC', 'HODGES JA', 'HU CHEN', 'LIU SHUPING', 'FASOLI MAURO', 'ITOH MINORU', 'TAKAGI SHINYA', 'KITAURA MAMORU', 'KAWANAKA H', 'TAKEDA H', 'SHIMAMURA K', 'KOMAR JAROSLAW', 'LISIECKI RADOSLAW', 'RYBA-ROMANOWSKI WITOLD', ""KUZ'MICHEVA G M"", 'KAUROVA I A', 'RYBAKOV V B', 'LAGUTA V V', 'ROSA J', 'NIKL M']";JOURNAL OF LUMINESCENCE;Russia
Spectroscopy in the 1.4 and 1.8-mu m wavelength regions of KPb(2)C1(5) single crystals doped with trivalent Thulium;['FAORO R', 'TONELLI M', 'ISAENKO LI', 'TARASOVA AY', 'PASHKOV VM'];"['AULL BF', 'JENSSEN HP', 'BLUIETT A G', 'PINKNEY E', 'BROWN E E', 'BLUIETT AG', 'CONDON NJ', ""O'CONNOR S"", 'BRAUD A', 'GIRARD S', 'DOUALAN JL', 'BROWN E', 'KUMI-BARIMAH E', 'HOEMMERICH U', 'CASCALES C', 'FERNENDEZ J', 'BALDA R', 'CORNACCHIA F', 'TONCELLI A', 'CORNACCHIA FRANCESCO', 'PARISI DANIELA', 'TONELLI MAURO', 'FERRIER ALBAN', 'VELAZQUEZ MATIAS', 'DOUALAN JEAN-LOUIS', 'GALZERANO G', 'PARISI D', 'GANEM J', 'CRAWFORD J', 'SCHMIDT P', 'GRUBER JOHN B', 'YOW RAYLON M', 'NIJJAR ANMOL S', 'HONEA EC', 'BEACH RJ', 'SUTTON SB', 'HOWSE DANIEL', 'LOGIE MICHAEL', 'ISAENKO L', 'YELISSEYEV A', 'TKACHUK A', 'ISAENKO LUDMILA', 'YELISSEYEV ALEXANDER', 'TKACHUK ALEXANDRA', 'JENKINS NW', 'BOWMAN SR', 'NITSCH K', 'DUSEK M', 'NIKL M', 'SUMIDA DS', 'FAN TY', 'TKACHUK AM', 'IVANOVA SE', 'MARUCCO JEAN-FRANCIS', 'MOUNAIX PATRICK']";JOURNAL OF LUMINESCENCE;Russia
Structure and aggregation of beta-cyclodextrin-pyrene-analyte supramolecular sensor: Absorption/emission spectra and simulations;['AVAKYAN VG', 'NAZAROV VB', 'ODINOKOV AV', 'KOSHKIN AV', 'ALFIMOV MV'];"['ALLEN FH', 'KENNARD O', 'TAYLOR R', 'AVAKYAN V G', 'NAZAROV V B', 'KOSHKIN A V', 'AVAKYAN VITALY G', 'SHAPIRO BORIS I', 'ALFIMOV MIKHAIL V', 'AVILA FERRER FRANCISCO J', 'BARONE VINCENZO', 'CAPPELLI CHIARA', 'BABA H', 'AOI M', 'BONINI M', 'ROSSI S', 'KARLSSON G', 'BONNET P', 'JAIME C', 'MORIN-ALLORY L', 'BRESLOW R', 'DONG SD', 'BUSSI GIOVANNI', 'DONADIO DAVIDE', 'PARRINELLO MICHELE', 'COLEMAN AW', 'NICOLIS I', 'KELLER N', 'CRINI GREGORIO', ""D'ABRAMO MARCO"", 'ASCHI MASSIMILIANO', 'AMADEI ANDREA', 'DARDEN T', 'YORK D', 'PEDERSEN L', 'DE SOUSA FREDERICO B', 'LIMA ANA C', 'DENADAI ANGELO M L', 'DELAPENA AM', 'NDOU T', 'ZUNG JB', 'DIERKSEN M', 'GRIMME S', 'DONG DC', 'WINNIK MA', 'EGIDI FRANCO', 'BOINO JULIEN', 'CAPPELL CHIARA', 'FERRAZZA RUGGERO', 'ROSSI BARBARA', 'GUELLA GRAZIANO', 'FREIDZON A YA', 'VALIEV R R', 'BEREZHNOY A A', 'GEIGLE KP', 'WOLF J', 'HOHLNEICHER G', 'GELDOF PA', 'RETTSCHNICK RP', 'HOYTINK GJ', 'GONZALEZ-GAITANO G', 'RODRIGUEZ P', 'ISASI JR', 'GRIMME STEFAN', 'ANTONY JENS', 'EHRLICH STEPHAN', 'GOERIGK LARS', 'GUSTAV K', 'STORCH M', 'HAMAI S']";JOURNAL OF LUMINESCENCE;Russia
Quasiperiodic Saltation in the Windsand Flux over Desertified Areas;['GORCHAKOV GI', 'KARPOV AV', 'KUZNETSOV GA', 'BUNTOV DV'];"['BYUTNER EK', 'CHKHETIANI O G', 'KALASHNIK M V', ""INGEL' L KH"", 'GAVRILOV A A', 'DEKTEREV A A', 'SENTYABOV A V', 'GORCHAKOV G I', 'KARPOV A V', 'KOPEIKIN V M', 'SOKOLOV A V', 'WHITE BR', 'SCHULZ JC', 'ZHENG XIAOJING']";ATMOSPHERIC AND OCEANIC OPTICS;Russia
Material and Elemental Composition of Surface Aerosols on the North-Western Coast of the Kandalaksha Bay of the White Sea;['STARODYMOVA DP', 'SHEVCHENKO VP', 'SIVONEN VP', 'SIVONEN VV'];['BARRIE LA', 'BARRIE MJ', 'DRAXLER RR', 'GOLUBEVA N I', 'BURTSEVA L V', 'MATISHOV G G', 'KOZLOV V S', 'TIKHOMIROV A B', 'PANCHENKO M V', 'LAING JAMES R', 'HOPKE PHILIP K', 'HOPKE ELEANOR E', 'LISITZIN A P', 'MAENHAUT W', 'DUCASTEL G', 'LECK C', 'POLKIN VV', 'SAKERIN S M', 'BOBRIKOV A A', 'BUKIN O A', 'SHEVCHENKO V P', 'STARODYMOVA D P', 'VINOGRADOVA A A', 'STEIN R', 'VINOGRADOVA AA', 'MALKOV IP', 'POLISSAR AV'];ATMOSPHERIC AND OCEANIC OPTICS;Russia
Simulation of Nanoparticle Thermal Diffusion in Dense Gases and Fluids by the Molecular Dynamics Method;['RUDYAK VY', 'KRASNOLUTSKII SL'];['BASHKIROV AG', 'HEINZ HENDRIK', 'VAIA R A', 'FARMER B L', 'KUMAR PERIYASAMY MUKESH', 'KUMAR JEGADEESAN', 'TAMILARASAN RENGASAMY', 'NICOLIS G', 'NORMAN GE', 'STEGAILOV VV', 'PIAZZA R', 'PAROLA A', 'RUDYAK V YA', 'KRASNOLUTSKII S L', 'IVANOV D A', 'BELKIN A A', 'DUBTSOV S N', 'BAKLANOV A M', 'RUDYAK VALERY YA', 'KRASNOLUTSKII SERGEY L', 'IVANOV DENIS A'];ATMOSPHERIC AND OCEANIC OPTICS;Russia
Studying the Accuracy of the Algorithm for Retrieving the Surface Albedo with High Spatial Resolution from a Fragment of a Satellite Image;['NIKOLAEVA OV'];['BELOV V V', 'TARASENKOV M V', 'BREON FRANCOIS-MARIE', 'VERMOTE ERIC', 'LEVY ROBERT C', 'REMER LORRAINE A', 'DUBOVIK OLEG', 'LYAPUSTIN ALEXEI I', 'WANG YUJIE', 'LASZLO ISTVAN', 'NIKOLAEVA O V', 'ROUJEAN JL', 'LEROY M', 'DESCHAMPS PY', 'SAYER A M', 'SMIRNOV A', 'HSU N C'];ATMOSPHERIC AND OCEANIC OPTICS;Russia
Three Algorithms of Statistical Modeling in Problems of Optical Communication on Scattered Radiation and Bistatic Sensing;['BELOV VV', 'TARASENKOV MV'];['BARNES JOHN E', 'SHARMA N C PARIKH', 'KAPLAN TREVOR B', 'BELOV V V', 'TARASENKOV M V', 'ABRAMOCHKIN V N', 'DING HAIPENG', 'CHEN GANG', 'MAJUMDAR ARUN K', 'ELSHIMY MOHAMED A', 'HRANILOVIC STEVE', 'HAN DAHAI', 'FAN XING', 'ZHANG KAI', 'KABLUKOVA E G', 'KARGIN B A', 'LISENKO A A', ' ¿¡À” Œ¬¿ ≈¬√≈Õ»ﬂ √≈ÕÕ¿ƒ‹≈¬Õ¿', ' ¿–√»Õ ¡Œ–»— ¿À≈ —¿Õƒ–Œ¬»◊', 'À»—≈Õ Œ ¿Õƒ–≈… ¿À≈ —¿Õƒ–Œ¬»◊', 'KABLUKOVA EG', 'KARGIN BA', 'LISENKO AA', 'KREKOV G M', ' –≈ Œ¬ √≈Œ–√»… Ã»’¿…ÀŒ¬»◊', ' –≈ Œ¬¿ Ã¿–√¿–»“¿ Ã¿“¬≈≈¬Õ¿', '—”’¿ÕŒ¬ ¿À≈ —¿Õƒ– ﬂ Œ¬À≈¬»◊', 'KREKOV GM', 'KREKOVA MM', 'SUKHANOV AYA', 'LOTOVA G Z', 'MARCHUK GI', 'MEKI K', 'YAMAGUCHI K', 'LI X', 'MIKHAILOV G A', 'OLOFSON K FRANS G', 'WITT GEORG', 'PETTERSSON JAN B C', 'REAGAN JA', 'BYRNE DM', 'KING MD', 'SUGIMOTO N', 'XIAO HOUFEI', 'ZUO YONG', 'WU JIAN', 'YIN HONGWEI', 'JIA HONGHUI', 'ZHANG HAILIANG', 'CHANG SHENGLI', 'WANG XIAOFENG'];ATMOSPHERIC AND OCEANIC OPTICS;Russia
Analysis of Siberian River Runoffs in the 21st Century;['KUZIN VI', 'LAPTEVA NA'];['AAGAARD K', 'CARMACK EC', 'BEREZOVSKAYA S', 'YANG DQ', 'KANE DL', 'DAI A', 'TRENBERTH KE', 'DICKSON RR', 'MEINCKE J', 'MALMBERG SA', 'KUZIN V I', 'LAPTEVA N A', 'PLATOV G A', 'GOLUBEVA E N', 'LAPPO SS', 'PETERSON BJ', 'HOLMES RM', 'MCCLELLAND JW', 'SERREZE MARK C', 'BARRETT ANDREW P', 'SLATER ANDREW G', 'THOMPSON DWJ', 'WALLACE JM'];ATMOSPHERIC AND OCEANIC OPTICS;Russia
Anomalous Wildfires in 2010 and 2012 on the Territory of Russia and Supply of Black Carbon to the Arctic;['VINOGRADOVA AA', 'SMIRNOV NS', 'KOROTKOV VN'];['BOND T C', 'DOHERTY S J', 'FAHEY D W', 'GINZBURG A S', 'VINOGRADOVA A A', 'FEDOROVA E I', 'KAROL IL', 'KOPEIKIN V M', 'REPINA I A', 'GRECHKO E I', 'MOKHOV I I', 'SHEVCHENKO V P', 'STARODYMOVA D P', 'SMIRNOV N S', 'KOROTKOV V N', 'ROMANOVSKAYA A A', 'VEREMEICHIK A O'];ATMOSPHERIC AND OCEANIC OPTICS;Russia
Causes and Factors of Positive Surface Ozone Anomalies in the Moscow Region and on the Southeastern Coast of the Crimea;['ZVYAGINTSEV AM', 'KUZNETSOVA IN', 'SHALYGINA IY', 'LAPCHENKO VA', 'BRUSOVA NE', 'ARKHANGELSKAYA AA', 'TEREB NV', 'LEZINA EA'];['ADAME CARNERO JOSE A', 'BOLIVAR JUAN P', 'DE LA MORENA BENITO A', 'ADAME J A', 'HERNANDEZ-CEBALLOS M A', 'BOLIVAR J P', 'BONASONI P', 'EVANGELISTI F', 'BONAFE U', 'CHAN CY', 'CHAN LY', 'CRISTOFANELLI PAOLO', 'BONASONI PAOLO', 'CURCI G', 'BEEKMANN M', 'VAUTARD R', 'DEAR KEITH', 'RANMUTHUGALA GEETHA', 'KJELLSTROEM TORD', 'DOHERTY R M', 'WILD O', 'SHINDELL D T', 'EDWARDS PETER M', 'BROWN STEVEN S', 'ROBERTS JAMES M', 'ELANSKY N F', 'MOKHOV I I', 'BELIKOV I B', 'FILLEUL LAURENT', 'CASSADOU SYLVIE', 'MEDINA SYLVIA', 'FISCHER H', 'LAWRENCE M', 'GURK C', 'HAAGENSMIT AJ', 'HALLQUIST M', 'WENGER J C', 'BALTENSPERGER U', 'HODNEBROG O', 'SOLBERG S', 'STORDAL F', 'HUANG JP', 'FUNG JCH', 'LAU AKH', 'ISIDOROV VA', 'JAFFE DANIEL A', 'WIGDER NICOLE', 'DOWNEY NICOLE', 'JIANG Y C', 'ZHAO T L', 'LIU J', 'KONOVALOV I B', 'KUZNETSOVA I N', 'KUKKONEN J', 'OLSSON T', 'SCHULTZ D M', 'LEE Y C', 'FALUVEGI G', 'LI LONGFENG', 'WANG XINMING', 'LIN MEIYUN', 'FIORE ARLENE M', 'COOPER OWEN R'];ATMOSPHERIC AND OCEANIC OPTICS;Russia
Calculation of the Turbulent Friction Velocity in a Mathematical Model of an Urban Heat Island in a Stably Stratified Environment;['KURBATSKAYA LI', 'KURBATSKII AF'];['ANDRE JC', 'DEMOOR G', 'LACARRERE P', 'BUSINGER JA', 'WYNGAARD JC', 'IZUMI Y', 'DUYNKERKE PG', 'DYER AJ', 'LOUIS JF', 'LU J', 'ARYA SP', 'SNYDER WH', 'PAULSON CA'];ATMOSPHERIC AND OCEANIC OPTICS;Russia
Numerical Analysis of Atmospheric Circulation and Pollution Transfer in the Environs of Norilsk Industrial Region;['LEZHENIN AA', 'RAPUTA VF', 'YAROSLAVTSEVA TV'];"['ALOYAN A E', 'ERMAKOV A N', 'ARUTYUNYAN V O', ' ¿“¿≈¬ Ã»’¿»À ﬁ–‹≈¬»◊', '¡≈ ≈–Œ¬ ¿–“”– ¿À≈ —¿Õƒ–Œ¬»◊', 'KATAEV MYU', 'BEKEROV AA', 'KORETS M A', 'RYZHKOVA V A', 'DANILOVA I V', 'ONUCHIN A A', 'BURENINA T A', 'ZUBAREVA O N', 'PITOVRANOV SE', 'FEDOROV VV', 'EDWARDS LL', 'PROKACHEVA V G', 'USACHEV V F', '–¿œ”“¿ ¬À¿ƒ»Ã»– ‘≈ƒŒ“Œ¬»◊', 'ÿÀ€◊ Œ¬ ¬ﬂ◊≈—À¿¬ ¿À≈ —¿Õƒ–Œ¬»◊', 'À≈∆≈Õ»Õ ¿Õ¿“ŒÀ»… ¿À≈ —¿Õƒ–Œ¬»◊', 'SHLYCHKOV VA', '–¿œ”“¿ ¬‘', 'ŒÀ‹ »Õ —≈', '–≈«Õ» Œ¬¿ » ', ""OL'KIN SE"", 'RESNIKOVA IK', 'ÿ≈¬◊≈Õ Œ ¬À¿ƒ»Ã»– œ≈“–Œ¬»◊', '¬Œ–Œ¡‹®¬ —≈–√≈… Õ» ŒÀ¿≈¬»◊', ' »–œŒ“»Õ —≈–√≈… Õ» ŒÀ¿≈¬»◊', 'SHEVCHENKO VP', 'VOROBíEV SN', 'KIRPOTIN SN', 'ﬁ—”œŒ¬ ƒÃ»“–»… ¬¿À≈–‹≈¬»◊', '–¿ƒŒÃ— ¿ﬂ ¬¿À≈Õ“»Õ¿ »¬¿ÕŒ¬Õ¿', 'œ¿¬ÀŒ¬¿ ÀﬁƒÃ»À¿ Ã»’¿…ÀŒ¬Õ¿', 'YUSUPOV DV', 'RADOMSKAYA VI', 'PAVLOVA LM']";ATMOSPHERIC AND OCEANIC OPTICS;Russia
Numerical Model of Bioaerosol Transformation in the Atmosphere;['PENENKO AV', 'SOROKOVOY AA', 'SOROKOVAYA KE'];['BARRETT JC', 'JHEETA JS', 'BORTZ D M', 'JACKSON T L', 'TAYLOR K A', 'DRAKE RL', 'FILBET F', 'LAURENCOT P', 'HOCHBRUCK M', 'OSTERMANN A', 'KRUIS FE', 'MAISELS A', 'FISSAN H', 'LEE MH', 'LIN YL', 'LEE K', 'MATSOUKAS T', 'MADRAS G', 'MCCOY BJ', 'MAHONEY AW', 'RAMKRISHNA D', 'MATVEEV S A', 'SMIRNOV A P', 'TYRTYSHNIKOV E E', 'MATVEEV SA', 'TYRTYSHNIKOV EE', 'SMIRNOV AP', 'NIWA HS', 'PENENKO V V', 'TSVETOVA E A', 'PENENKO A V', 'PRUPPACHER HR', 'RANJBAR MOJTABA', 'ADIBI HOJATOLLAH', 'LAKESTANI MEHRDAD', 'RESHETIN VP', 'REGENS JL', 'SEINFELD JH', 'TSANG TH', 'BROCK JR', 'VERKOEIJEN D', 'POUW GA', 'MEESTERS GMH'];ATMOSPHERIC AND OCEANIC OPTICS;Russia
High-Power Gas-Discharge Excimer ArF, KrCl, KrF, and XeCl Lasers on Buffer-Gas Free Gas Mixtures;['RAZHEV AM', 'KARGAPOLTSEV ES', 'CHURKIN DS'];['BASOV NG', 'ZUEV VS', 'KANAEV AV', 'BOBROVNIKOV S M', 'GORLOV E V', 'ZHARKOV V I', 'DELAROSA J', 'EICHLER HJ', 'RAY MD', 'SEDLACEK AJ', 'WU M', 'SHCHEDRIN AI', 'KALYUZHNAYA AG', 'TISONE GC', 'HAYS AK', 'HOFFMAN JM', 'ZUBRILIN NG', 'MILANICH AI', 'CHERNOMORETS MP'];ATMOSPHERIC AND OCEANIC OPTICS;Russia
Visibility Range of LED Signaling Lights of a Runway;['KALOSHIN GA', 'MATVIENKO GG', 'SHISHKIN SA', 'ANISIMOV VI', 'BUTUZOV VV', 'ZHUKOV VV'];['KALOSHIN G', 'KALOSHIN G A', 'SHISHKIN S A', 'GRISHIN I A', 'MATVIENKO G G', 'SEROV S A', 'PIAZZOLA J', 'SHUBERT EF'];ATMOSPHERIC AND OCEANIC OPTICS;Russia
Introduction by the editor of this special issue;['VARTANYAN TA'];['COJAN J-L', 'DICKE RH', 'KULYASOV V N', 'SHILOV V B', 'ERMOLAEVA G M', 'ROMER RH', 'SARKISYAN D', 'BLOCH D', 'PAPOYAN A', 'SAUTENKOV VLADIMIR A', 'VARZHAPETYAN TIGRAN S', 'LI HEBIN', 'SCHUURMANS MFH', 'VARTANYAN T A', 'LIN DL'];JOURNAL OF OPTICAL TECHNOLOGY;Russia
Extreme increase in atomic transition probability of the Cs D-2 line in strong magnetic fields under selective reflection;['SARGSYAN AD', 'AMIRYAN AO', 'LEROY C', 'VARTANYAN TA', 'PETROV PA', 'SARKISYAN DA'];['ALEKSANDROV EB', 'BALUKTSIAN T', 'URBAN C', 'BUBLAT T', 'BUDKER D', 'GAWLIK W', 'KIMBALL DF', 'DEMTRODER W', 'FAILACHE H', 'SALTIEL S', 'FICHET M', 'HAKHUMYAN G', 'MIRZOYAN R', 'NIENHUIS G', 'SCHULLER F', 'DUCLOY M', 'PAPOYAN AV', 'GRIGORYAN GG', 'SHMAVONYAN SV', 'SARGSYAN A', 'GLUSHKO B', 'SARKISYAN D', 'TONOYAN A', 'SARGSYAN ARMEN', 'TONOYAN ARA', 'HAKHUMYAN GRANT', 'LIN DL', 'VULETIC V', 'SAUTENKOV VA', 'ZIMMERMANN C', 'WEIS A', 'HANSCH TW', 'WHITTAKER K A', 'KEAYENEY J', 'HUGHES I G', 'WOERDMAN JP', 'SCHUURMANS MFH', 'ZENTILE MARK A', 'WHITING DANIEL J', 'KEAVENEY JAMES'];JOURNAL OF OPTICAL TECHNOLOGY;Russia
Calculation of the nonlinear interaction between a laser beam and alkali-metal atomic vapor in an ultrathin cell;['TODOROV G', 'POLISHCHUK V', 'KRASTEVA A', 'SARGSYAN AD', 'CARTALEVA S', 'VARTANYAN TA'];['ALEKSANDROV EB', 'ANDREEVA C', 'PETROV L', 'BRIAUDEAU S', 'BLOCH D', 'DUCLOY M', 'CARTALEVA STEFKA', 'SALTIEL SOLOMON', 'SARGSYAN ARMEN', 'COJAN J-L', 'DECOMPS B', 'DUMONT M', 'DEY SASWATI', 'RAY BISWAJIT', 'GHOSH PRADIP NARAYAN', 'DUTIER G', 'YAROVITSKI A', 'SALTIEL S', 'DYAKONOV MI', 'PEREL VI', 'IZMAILOV A CH', 'IZMAILOV ACH', 'LAMB WE', 'MAURIN I', 'TODOROV P', 'HAMDI I', 'NIKOGOSYAN GV', 'SARKISYAN DG', 'MALAKYAN YP', 'ROMER RH', 'DICKE RH', 'SARKISYAN D', 'PAPOYAN A', 'VARZHAPETYAN T', 'SARKISYAN A', 'LIN DL'];JOURNAL OF OPTICAL TECHNOLOGY;Russia
Self-focusing threshold of a beam of laser radiation in rubidium vapor;"['SAUTENKOV VA', 'SHNEIDER MN', 'SAAKYAN SA', ""VIL'SHANSKAYA EV"", 'MURASHKIN DA', 'ZELENER BB', 'ZELENER BV']";['ASKARYAN GA', 'BJORKHOLJE', 'ASHKIN A', 'CHEKALIN S V', 'KANDIDOV V P', 'CHIAO RY', 'GARMIRE E', 'TOWNES CH', 'FIBICH G', 'GAETA AL', 'GRISCHKOWSKY D', 'SAAKYAN S A', 'SAUTENKOV V A', 'VILSHANSKAYA E V', 'SAUTENKOV VLADIMIR A', 'VARZHAPETYAN TIGRAN S', 'LI HEBIN', 'SEMAK V V', 'SHNEIDER M N', 'TALANOV VI', 'ZHELTIKOV A M'];JOURNAL OF OPTICAL TECHNOLOGY;Russia
Response rate of fluorescence filters based on atomic cesium and rubidium vapors;['KULYASOV VN', 'SHILOV VB', 'YAKOVLEV VA'];['CHEN S', 'TAKEO M', 'CORRELL TIFFANY L', 'HORVATIC VLASTA', 'OMENETTO NICOLO', 'FRISH SE', 'HOLSTEIN T', 'KULYASOV V N', 'SHILOV V B', 'YAKOVLEV V A', 'ERMOLAEVA G M', 'RADTSIG AA', 'SMITH G', 'VADLA C', 'HORVATIC V', 'NIEMAX K'];JOURNAL OF OPTICAL TECHNOLOGY;Russia
Measurement of light scattering in objectives;"['KUVALDIN EV', ""SHUL'GA AA""]";['GUREVICH MM', 'KUVALDIN E V', 'KIRGETOV M V', 'LEONOV M B'];JOURNAL OF OPTICAL TECHNOLOGY;Russia
