ÒÚ‡Ú¸ˇ;‡‚ÚÓ˚;ˆËÚËÛ˛Ú;ÊÛÌ‡Î;ÒÚ‡Ì‡
Multipolar Third-Harmonic Generation Driven by Optically Induced Magnetic Resonances;['SMIRNOVA DA', 'KHANIKAEV AB', 'SMIRNOV LA', 'KIVSHAR YS'];['ALAEE R', 'FILTER R', 'LEHR D', 'AOUANI HEYKEL', 'NAVARRO-CIA MIGUEL', 'RAHMANI MOHSEN', 'BACHELIER G', 'BUTET J', 'RUSSIER-ANTOINE I', 'BANAEE MOHAMAD G', 'CROZIER KENNETH B', 'BHARADWAJ PALASH', 'DEUTSCH BRADLEY', 'NOVOTNY LUKAS', 'BIRIS C G', 'PANOIU N C', 'BOYD RW', 'BRISTOW ALAN D', 'ROTENBERG NIR', 'VAN DRIEL HENRY M', 'BURNS WK', 'BLOEMBERGEN N', 'BUTET JEREMY', 'BREVET PIERRE-FRANCOIS', 'MARTIN OLIVIER J F', 'RUSSIER-ANTOINE ISABELLE', 'JONIN CHRISTIAN', 'CAPRETTI ANTONIO', 'WALSH GARY F', 'MINISSALE SALVATORE', 'DADAP JI', 'SHAN J', 'HEINZ TF', 'EISENTHAL KB', 'DE BEER ALEX G F', 'ROKE SYLVIE', 'DEWITZ JP', 'HUBNER W', 'BENNEMANN KH', 'DREGELY DANIEL', 'LINDFORS KLAS', 'LIPPITZ MARKUS', 'EVLYUKHIN ANDREY B', 'NOVIKOV SERGEY M', 'ZYWIETZ URS', 'FU YUAN HSING', 'KUZNETSOV ARSENIY I', 'MIROSHNICHENKO ANDREY E', 'GAI XIN', 'CHOI DUK-YONG', 'LUTHER-DAVIES BARRY', 'GARCIA-ETXARRI A', 'GOMEZ-MEDINA R', 'FROUFE-PEREZ L S', 'GINZBURG PAVEL', 'KRASAVIN ALEXEY V', 'WURTZ GREGORY A', 'KRASAVIN ALEXEY', 'SONNEFRAUD YANNICK', 'GONELLA GRAZIA', 'DAI HAI-LUNG', 'GRAHN P', 'SHEVCHENKO A', 'KAIVOLA M', 'HANCU ION M', 'CURTO ALBERTO G', 'CASTRO-LOPEZ MARTA', 'HAYAT ALEX', 'ORENSTEIN MEIR', 'HENTSCHEL MARIO', 'UTIKAL TOBIAS', 'GIESSEN HARALD'];ACS PHOTONICS;Russia
Dysprosium thiogallate laser: source of mid-infrared radiation at 2.4, 4.3, and 5.4 mu m;['JELINKOVA H', 'DOROSHENKO ME', 'OSIKO VV', 'JELINEK M', 'SULC J', 'NEMEC M', 'VYHLIDAL D', 'BADIKOV VV', 'BADIKOV DV'];"['ADAMS JJ', 'BIBEAU C', 'PAGE RH', 'AKIMOV VA', 'VORONOV AA', 'KOZLOVSKY VI', 'BADIKOV V', 'BADIKOV D', 'DOROSHENKO M', 'BARNES NP', 'ALLEN RE', 'BASIEV T T', 'DOROSHENKO M E', 'OSIKO V V', 'BOWMAN SR', 'SHAW LB', 'FELDMAN BJ', 'DELOACH LD', 'WILKE GD', 'DEMIRBAS U', 'SENNAROGLU A', 'SOMER M', 'KORANDA P', 'DOROSHENKO MAXIM E', 'BASIEV TASOLTAN T', 'OSIKO VYACHESLAV V', 'FEDOROV VLADIMIR V', 'MIROV SERGEY B', 'GALLIAN ANDREW', 'JELINKOVA HELENA', 'JELINEK MICHAL', 'KAMENSHCHIKOV V N', 'STEFANOVICH V A', ""GAD'MASHI Z P"", 'KERNAL J', 'FEDOROV VV', 'GALLIAN A', 'KLEIN PB', 'FURNEAUX JE', 'HENRY RL', 'MIROV SERGEY', 'FEDOROV VLADIMIR', 'MOSKALEV IGOR', 'RISEBERG LA', 'MOOS HW', 'SULC JAN']";APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING;Russia
High-efficiency room-temperature ZnSe:Fe2+ laser with a high pulsed radiation energy;['DORMIDONOV AE', 'FIRSOV KN', 'GAVRISHCHUK EM', 'IKONNIKOV VB', 'KAZANTSEV SY', 'KONONOV IG', 'KOTEREVA TV', 'SAVIN DV', 'TIMOFEEVA NA'];"['ADAMS JJ', 'BIBEAU C', 'PAGE RH', 'AKIMOV V A', 'VORONOV A A', 'KOZLOVSKY V I', 'ANDREEV S N', ""IL'ICHEV N N"", 'FIRSOV K N', 'BELEVTSEV AA', 'BULAEV V D', 'GUSEV V S', 'KAZANTSEV S YU', 'DOROSHENKO M E', 'JELINKOVA H', 'KORANDA P', 'EVANS JONATHAN W', 'BERRY PATRICK A', 'SCHEPLER KENNETH L', 'GAVRISHCHUK E M', 'IKONNIKOV V B', 'FROLOV M P', 'KOROSTELIN YU V', 'SAVIN D V', 'KONONOV I G', 'GAVRUSHCHUK EM', ""IGNAT'EV A B"", 'DANILOV V P', 'KALINUSHKIN V P', 'KERNAL J', 'FEDOROV VV', 'GALLIAN A', 'KUCK S', 'MIROV SERGEY B', 'FEDOROV VLADIMIR V', 'MARTYSHKIN DMITRY', 'MYOUNG NOSOUNG', 'MARTYSHKIN DMITRI V', 'SERAFETINIDES AA', 'RICKWOOD KR', 'PAPADOPOULOS AD', 'VELIKANOV S D', 'ZARETSKY N A', 'ZOTOV E A', 'ZARETSKIY N A', 'DOMAZHIROV A P']";APPLIED PHYSICS B-LASERS AND OPTICS;Russia
Correcting lateral chromatic aberrations in non-monochromatic X-ray microscopy;['FALCH KV', 'DETLEFS C', 'DI MICHIEL M', 'SNIGIREVA I', 'SNIGIREV A', 'MATHIESEN RH'];['CHAO WL', 'HARTENECK BD', 'LIDDLE JA', 'HIGNETTE O', 'CLOETENS P', 'ROSTAING G', 'KOHN VG', 'LENGELER B', 'SCHROER C', 'TUMMLER J', 'LIU WJ', 'ICE GE', 'TISCHLER JZ', 'MATSUYAMA SATOSHI', 'EMI YOJI', 'KINO HIDETOSHI', 'MIMURA HIDEKAZU', 'HANDA SOICHIRO', 'KIMURA TAKASHI', 'NAZARATHY M', 'SHAMIR J', 'SCHROER CG', 'BENNER B', 'GUNZLER TF', 'SCHROER CHRISTIAN G', 'BRACK FLORIAN-EMANUEL', 'BRENDLER ROMAN', 'SEIBOTH FRANK', 'SCHROPP ANDREAS', 'HOPPE ROBERT', 'SHASTRI S D', 'KENESEI P', 'SUTER R M', 'SIMONS HUGH', 'STOHR FREDERIK', 'MICHAEL-LINDHARD JONAS', 'SKINNER G K', 'ARZOUMANIAN Z', 'CASH W C', 'SKINNER GK', 'SNIGIREVA II', 'SNIGIREV AA', 'STONE T', 'GEORGE N'];APPLIED PHYSICS LETTERS;Russia
Influence of external magnetic field on laser-induced gold nanoparticles fragmentation;['SERKOV AA', 'RAKOV II', 'SIMAKIN AV', 'KUZMIN PG', 'SHAFEEV GA', 'MIKHAILOVA GN', 'ANTONOVA LK', 'TROITSKII AV', 'KUZMIN GP'];"['AITKEN F', 'MCCLUSKEY FMJ', 'DENAT A', 'BAUMGART JUDITH', 'HUMBERT LAURE', 'BOULAIS ETIENNE', 'LACHAINE REMI', 'MEUNIER MICHEL', 'BOZON-VERDURAZ F', 'BRAYNER R', 'VORONOV VV', 'CREIGHTON JA', 'EADON DG', 'DELFOUR LAURE', 'ITINA TATIANA E', 'DEMIKHOV TIMOFEY', 'KOSTROV EVGENY', 'LYSENKO VALERIY', 'GRUA P', 'MORREEUW JP', 'BERCEGOL H', 'HARILAL SS', 'TILLACK MS', ""O'SHAY B"", 'HASHIMOTO SHUICHI', 'WERNER DANIEL', 'UWADA TAKAYUKI', 'HATEF ALI', 'HUBA JD', 'HASSAM AB', 'WINSKE D', 'JAIN PK', 'LEE KS', 'EL-SAYED IH', 'KAWASAKI M', 'MASUDA K', 'KAWASAKI MITSUO', 'NISHIMURA NAOYA', 'KENNEDY PK', 'KUZMIN P G', 'SHAFEEV G A', 'SERKOV A A', 'LIANG YING', 'LIU PU', 'YANG GUOWEI', 'LIU P', 'WANG C X', 'CHEN X Y', 'NOACK J', 'VOGEL A', 'PARK J', 'PRIVMAN V', 'MATIJEVIC E', 'PROSPERETTI A', 'RAI VN', 'SHUKLA M', 'PANT HC', 'TAKEDA Y', 'KONDOW T', 'MAFUNE F', 'NAHEN K', 'VOLOSHKO ANDREY', 'COLOMBIER JEAN-PHILIPPE', 'YAMADA KUNIHIRO', 'TOKUMOTO YUKI', 'NAGATA TAKASHI']";APPLIED PHYSICS LETTERS;Russia
Switching Mechanisms Triggered by a Collector Voltage Ramp in Avalanche Transistors With Short-Connected Base and Emitter;['VAINSHTEIN SN', 'DUAN GY', 'FILIMONOV AV', 'KOSTAMOVAARA JT'];['CHATTERJEE A', 'SCHRIMPF RD', 'PENDHARKAR S', 'DUAN GUOYONG', 'VAINSHTEIN SERGEY', 'KOSTAMOVAARA JUHA', 'VAINSHTEIN SERGEY N', 'KOSTAMOVAARA JUHA T', 'GREKHOV IV', 'KOROTKOV SV', 'STEPANIAHTS AL', 'HANE K', 'SUZUKI T', 'HOWER PL', 'REDDI VGK', 'PRINCE PR', 'RAI VN', 'SHUKLA M', 'KHARDEKAR RK', 'RODIN P', 'RODINA A', 'GREKHOV I', 'RODIN PAVEL', 'MINARSKY ANDREY', 'GREKHOV IGOR', 'VAINSHTEIN S', 'YUFEREV V', 'KOSTAMOVAARA J', 'MYLLYLA RA', 'YUFEREV VS'];IEEE TRANSACTIONS ON ELECTRON DEVICES;Russia
Resistive switching characteristics in memristors with Al2O3/TiO2 and TiO2/Al2O3 bilayers;['ALEKSEEVA L', 'NABATAME T', 'CHIKYOW T', 'PETROV A'];['CHEN MIN-CHEN', 'CHANG TING-CHANG', 'TSAI CHIH-TSUNG', 'CHOI BYUNG JOON', 'CHOI SEOL', 'KIM KYUNG MIN', 'CHUA LEON', 'CHUA LO', 'KANG SM', 'HUDEC B', 'PASKALEVA A', 'JANCOVIC P', 'HUR JI HYUN', 'LEE MYOUNG-JAE', 'LEE CHANG BUM', 'IELMINI D', 'NARDI F', 'CAGLI C', 'JEON HEEYOUNG', 'PARK JINGYU', 'JANG WOOCHOOL', 'KIM D C', 'SEO S', 'AHN S E', 'JEONG DOO SEOK', 'KIM M J', 'BAEK I G', 'HA Y H', 'LEE S B', 'LEE J S', 'CHANG S H', 'LIN CHIH-YANG', 'WU CHEN-YU', 'WU CHUNG-YI', 'LIN MENG-HAN', 'WU MING-CHI', 'LIN CHEN-HSI', 'LIU QI', 'LONG SHIBING', 'WANG WEI', 'MILLER A', 'ABRAHAMS E', 'NABATAME TOSHIHIDE', 'OHI AKIHIKO', 'ITO KAZUHIRO', 'CHIKYO TOYOHIRO', 'NAGATA T', 'HAEMORI M', 'YAMASHITA Y', 'NAGATA TAKAHIRO', 'YAMASHITA YOSHIYUKI', 'YOSHIKAWA HIDEKI', 'NASYROV K A', 'GRITSENKO V A', 'PANDA D', 'DHAR A', 'RAY S K', 'PANDA DEBASHIS', 'DHAR ACHINTYA', 'RAY SAMIT K', 'SAWA A', 'FUJII T', 'KAWASAKI M', 'STRUKOV DMITRI B', 'SNIDER GREGORY S', 'STEWART DUNCAN R'];JAPANESE JOURNAL OF APPLIED PHYSICS;Russia
Electrochromic Device with Polymer Electrolyte;['SOLOVYEV AA', 'ZAKHAROV AN', 'RABOTKIN SV', 'KOVSHAROV NF'];['AGNIHOTRY SA', 'PRADEEP', 'SEKHON SS', 'AHN SORA', 'LIM HYEIN', 'KIM MIRYEON', 'CHEN LC', 'HO KC', 'DI MARCO G', 'LANZA M', 'PENNISI A', 'GARG D', 'HENDERSON PB', 'HOLLINGSWORTH RE', 'GRANQVIST CLAES G', 'HABIB MA', 'MAHESWARI SP', 'HAJIMOTO Y', 'MATSUSHIMA M', 'OGURA S', 'HONG SIANG-FU', 'CHEN LIN-CHI', 'JIAO ZHIHUI', 'WANG JINMIN', 'KE LIN', 'KADAM P M', 'TARWAL N L', 'MALI S S', 'KITAO M', 'AKRAM H', 'URABE K', 'KRAFT ALEXANDER', 'ROTTMANN MATTHIAS', 'LEE WJ', 'FANG YK', 'HO JJ', 'LIN YUNG-SEN', 'CHIANG YUE-LIANG', 'LAI JHEN-YI', 'LUO WEI-HSIANG', 'TSAI TING-KAN', 'YANG JEN-CHIEH', 'MIYAKE K', 'KANEKO H', 'SANO M', 'RISTOVA M M', 'GLIGOROVA A', 'NASOV I', 'SU LY', 'WANG H', 'LU ZH', 'XIAO ZD', 'FANG JH', 'TUNA O', 'SEZGIN A', 'BUDAKOGLU R'];JOURNAL OF ELECTRONIC MATERIALS;Russia
Band Gap Modulation of Bilayer MoS2 Under Strain Engineering and Electric Field: A Density Functional Theory;['NGUYEN CV', 'HIEU NN', 'ILYASOV VV'];['BHATTACHARYYA SWASTIBRATA', 'SINGH ABHISHEK K', 'BLOCHL PE', 'CHHOWALLA MANISH', 'SHIN HYEON SUK', 'EDA GOKI', 'CONLEY HIRAM J', 'WANG BIN', 'ZIEGLER JED I', 'DISTEFANO JENNIFER', 'LIN YU-CHUAN', 'ROBINSON JOSHUA', 'DOMASK A C', 'GURUNATHAN R L', 'MOHNEY S E', 'DONG LIANG', 'DONGARE AVINASH M', 'NAMBURU RAJU R', 'FAN XIAOFENG', 'CHANG C -H', 'ZHENG W T', 'GIANNOZZI PAOLO', 'BARONI STEFANO', 'BONINI NICOLA', 'GRIMME S', 'GRIMME STEFAN', 'HE JIANGANG', 'HUMMER KERSTIN', 'FRANCHINI CESARE', 'HUANG YU LI', 'CHEN YIFENG', 'ZHANG WENJING', 'ILYASOV V V', 'NGUYEN CHUONG V', 'ERSHOV I V', 'ILYASOV VICTOR V', 'ERSHOV IGOR V', 'JIN WENCAN', 'YEH PO-CHUN', 'ZAKI NADER', 'JING YU', 'TAN XIN', 'ZHOU ZHEN', 'CABRERA CARLOS R', 'KADANTSEV EUGENE S', 'HAWRYLAK PAWEL', 'KOMSA HANNU-PEKKA', 'KRASHENINNIKOV ARKADY V', 'KRESSE G', 'JOUBERT D', 'LI YAFEI', 'WU DIHUA', 'ZHANG SHENGBAI', 'LIU QIHANG', 'LI LINZE', 'LU SHANG-CHUN', 'LEBURTON JEAN-PIERRE', 'LUI CHUN HUNG', 'MAK KIN FAI', 'SHAN JIE', 'HE KELIANG', 'MIAO YA-PING', 'MA FEI', 'HUANG YU-HONG', 'HIEU NGUYEN N'];JOURNAL OF ELECTRONIC MATERIALS;Russia
Charge Carrier Relaxation Study in Glass-Added Barium Titanate Ceramics Using Thermally Stimulated Depolarization Current;['ZHANG Q', 'ZHANG Y', 'LIU XL', 'SONG XZ', 'ZHU J', 'BATURIN I'];['BOGRIS N', 'GRAMMATIKAKIS J', 'PAPATHANASSIOU AN', 'BUCCI C', 'FIESCHI R', 'CHA SEON HO', 'HAN YOUNG HO', 'CHIANG YM', 'TAKAGI T', 'CLAUS J', 'LEONHARDT M', 'MAIER J', 'EICHEL RUEDIGER-A', 'EL KAMEL F', 'GONON P', 'JOMNI F', 'ELISSALDE C', 'RAVEZ J', 'GERHARDT R', 'GONG LUNLUN', 'ZHANG XINGYUAN', 'SHI YUAN', 'HORIUCHI N', 'NAKAMURA M', 'NAGAI A', 'HSIANG HSING-I', 'HSI CHI-SHIUNG', 'HUANG CHUN-CHI', 'HUNG WK', 'CHERN MY', 'CHEN YF', 'JEON HP', 'LEE SK', 'KIM SW', 'JEONG JAILL', 'KIM EJ', 'TAKEDA T', 'OHKI Y', 'LEE HAIJOON', 'KIM JEONG RYEOL', 'LANAGAN MICHAEL J', 'LIU WAYNE', 'RANDALL CLIVE A', 'NAKAMURA S', 'TAKEDA H', 'YAMASHITA K', 'RAJ PUSHKAR', 'LAL SOHAN', 'MAHNA S K', 'RAMOS JJM', 'CORREIA NT', 'SCHAFFRIN C', 'ZHANG XING-YUAN', 'GONG L-L', 'TANG PS', 'TOWNER DJ', 'MEIER AL', 'TOUZIN M', 'GOEURIOT D', 'GUERRET-PIECOURT C', 'WANG SF', 'YANG TCK', 'WANG YR', 'WANG XIANGRONG', 'ZHANG YONG', 'SONG XIAOZHEN', 'WARREN WL', 'VANHEUSDEN K', 'DIMOS D', 'YOON SEOK-HYUN', 'HUR KANG-HEON'];JOURNAL OF ELECTRONIC MATERIALS;Russia
Laser induced modification of mechanical properties of nanostructures: graphene-water adsorbate-substrate;['PIVOVAROV PA', 'FROLOV VD', 'ZAVEDEEV EV', 'KHOMICH AA', 'KONOV VI'];['AL-MUMEN HAIDER', 'RAO FUBO', 'LI WEN', 'BAE SUKANG', 'KIM HYEONGKEUN', 'LEE YOUNGBIN', 'BLAKE P', 'HILL E W', 'CASTRO NETO A H', 'BUNCH J SCOTT', 'VERBRIDGE SCOTT S', 'ALDEN JONATHAN S', 'CHEN ZHIHONG', 'LIN YU-MING', 'ROOKS MICHAEL J', 'DHAR S', 'BARMAN A ROY', 'NI G X', 'ECKMANN AXEL', 'FELTEN ALEXANDRE', 'MISHCHENKO ARTEM', 'EDA GOKI', 'FANCHINI GIOVANNI', 'CHHOWALLA MANISH', 'FERRARI A C', 'MEYER J C', 'SCARDACI V', 'FROLOV V D', 'PIVOVAROV P A', 'ZAVEDEEV E V', 'GEIM A K', 'NOVOSELOV K S', 'KIMK S', 'PUDDY R K', 'SCARD P H', 'TYNDALL D', 'SAHIN R', 'SIMSEK E', 'AKTURK S', 'SHI RUNBO', 'XU HUILONG', 'CHEN BINGYAN', 'WAKABAYASHI KATSUYUKI', 'PIERRE CYNTHIA', 'DIKIN DMITRIY A'];LASER PHYSICS;Russia
Pulsed periodic laser excitation of upconversion luminescence for deep biotissue visualization;['POMINOVA DV', 'RYABOVA AV', 'LINKOV KG', 'ROMANISHKIN ID', 'KUZNETSOV SV', 'ROZHNOVA JA', 'KONOV VI', 'LOSCHENOV VB'];['ANDERSON ROBERT B', 'SMITH STEVE J', 'MAY P STANLEY', 'ARMAGAN G', 'BARNES NP', 'AUZEL F', 'BISWAS KAUSHIK', 'SONTAKKE ATUL D', 'GHOSH JITEN', 'CHAN EMORY M', 'GARGAS DANIEL J', 'SCHUCK P JAMES', 'DENG RENREN', 'QIN FEI', 'CHEN RUNFENG', 'FISCHER STEFAN', 'HALLERMANN FLORIAN', 'EICHELKRAUT TONI', 'GAINER CHRISTIAN F', 'JOSHUA GIHAN S', 'DE SILVA CHANNA R', 'GAMELIN DR', 'GUDEL HU', 'JACOBSOHN LUIZ G', 'KUCERA COURTNEY J', 'JAMES TIFFANY L', 'KUMAR G A', 'CHEN C W', 'BALLATO J', 'LI CHUN', 'LI RUIBIN', 'JI ZHAOXIA', 'DONG JUYAO', 'LU DAWEI', 'CHO SUEHYUN K', 'AHN SUNGMO', 'MARIN-DOBRINCIC MARTINA', 'CANTELAR EUGENIO', 'CUSSO FERNANDO', 'NYK MARCIN', 'KUMAR RAJIV', 'OHULCHANSKYY TYMISH Y', 'SHAN JINGNING', 'KONG WENJUN', 'WEI ROBERT', 'SMITH ANDREW M', 'MANCINI MICHAEL C', 'NIE SHUMING', 'SUYVER JF', 'AEBISCHER A', 'GARCIA-REVILLA S', 'YAGOUB M Y A', 'SWART H C', 'COETSEE E', 'YASYRKINA D S', 'KUZNETSOV S V', 'RYABOVA A V', 'ZHAN QIUQIANG', 'HE SAILING', 'QIAN JUN'];LASER PHYSICS;Russia
Diamond device architectures for UV laser monitoring;['SALVATORI S', 'GIROLAMI M', 'OLIVA P', 'CONTE G', 'BOLSHAKOV A', 'RALCHENKO V', 'KONOV V'];['AGEEV VP', 'BUILOV LL', 'KONOV VI', 'AIKAWA Y', 'BABA K', 'SHOHATA N', 'ALSUNAIDI M A', 'AI-ABSI M A', 'ANOIKIN EUGENE', 'MUHR ALEXANDER', 'BENNETT ANDREW', 'BERGONZO P', 'BRAMBILLA A', 'TROMSON D', 'BHARADWAJ PK', 'CODE RF', 'VANDRIEL HM', 'BLOUKE MM', 'COWENS MW', 'HALL JE', 'BOCHAROVA IA', 'BOSIERS JT', 'SAKS NS', 'MICHELS DJ', 'CALVANI P', 'RICCIOTTI G', 'CAMPBELL JC', 'CAPPELLUTI F', 'GHIONE G', 'RUSSELL S A O', 'CHAKRABARTI P', 'JHA V', 'KALRA P', 'CIOBANU M', 'POMORSKI M', 'BERDERMANN E', 'GIOVINE E', 'DENISENKO A', 'ALEKSOV A', 'PRIBIL A', 'FORCOLIN G T', 'GRILJ V', 'HAMILTON B', 'FRANKS WAR', 'KIIK MJ', 'NATHAN A', 'GAMMEL JC', 'BALLANTYNE JM', 'GARNOV SV', 'KLIMENTOV SM', 'PIMENOV SM', 'ALLEGRINI P', 'GIROLAMI MARCO', 'ALLEGRINI PAOLO', 'CONTE GENNARO', 'BELLUCCI ALESSANDRO', 'CALVANI PAOLO', 'GOWER MC', 'GRACIO J J', 'FAN Q H', 'MADALENO J C'];LASER PHYSICS;Russia
Stimulated low-frequency Raman scattering in a suspension of tobacco mosaic virus;['KARPOVA OV', 'KUDRYAVTSEVA AD', 'LEDNEV VN', 'MIRONOVA TV', 'OSHURKO VB', 'PERSHIN SM', 'PETROVA EK', 'TCHERNIEGA NV', 'ZEMSKOV KI'];['BALANDIN ALEXANDER A', 'FONOBEROV VLADIMIR A', 'DUVAL E', 'BOUKENTER A', 'CHAMPAGNON B', 'DYKEMAN ERIC C', 'SANKEY OTTO F', 'TSEN KONG-THON', 'GARMIRE E', 'TOWNES CH', 'PANDARESE F', 'IVANDA M', 'BABOCSI K', 'DEM C', 'KARPOVA OLGA', 'NIKITIN NIKOLAI', 'CHIRKOV SERGEY', 'KLUG A', 'MONTAGNA M', 'MURRAY DANIEL B', 'SAVIOT LUCIEN', 'TRIFONOVA EKATERINA', 'PETROVA E K', 'NIKITIN N A', 'TRIFONOVA E A', 'TALATI M', 'JHA PK', 'TCHERNIEGA N V', 'ZEMSKOV K I', 'SAVRANSKII V V', 'SAMOYLOVICH M I', 'KUDRYAVTSEVA A D', 'TSEN K T'];LASER PHYSICS LETTERS;Russia
Effects of phonon interference through long range interatomic bonds on thermal interface conductance;['HAN HX', 'FENG L', 'XIONG SY', 'SHIGA T', 'SHIOMI J', 'VOLZ S', 'KOSEVICH YA'];['BISWAS KANISHKA', 'HE JIAQING', 'BLUM IVAN D', 'CHEN PEIXUAN', 'KATCHO N A', 'FESER J P', 'DAVIS BRUCE L', 'HUSSEIN MAHMOUD I', 'DEBERNARDI A', 'BARONI S', 'MOLINARI E', 'ESFARJANI KEIVAN', 'CHEN GANG', 'STOKES HAROLD T', 'FELLAY A', 'GAGEL F', 'MASCHKE K', 'GIANNOZZI PAOLO', 'BARONI STEFANO', 'BONINI NICOLA', 'HAN HAOXUE', 'POTYOMINA LYUDMILA G', 'DARINSKII ALEXANDRE A', 'LI BAOWEN', 'VOLZ SEBASTIAN', 'KAPITZA P L', 'KOSEVICH YU A', 'FEHER A', 'SYRKIN E S', 'KOSEVICH YURIY A', 'LI C W', 'MA J', 'CAO H B', 'LINDSAY L', 'BROIDO D A', 'REINECKE T L', 'DELAIRE O', 'MAY A F', 'MARKUSSEN TROELS', 'MINGO N', 'HAUSER D', 'KOBAYASHI N P', 'YANG L', 'PERNOT G', 'STOFFEL M', 'SAVIC I', 'PLIMPTON S', 'SHIGA TAKUMA', 'SHIOMI JUNICHIRO', 'MA JIE', 'STILLINGER FH', 'WEBER TA', 'SWARTZ ET', 'POHL RO', 'TADANO TERUMASA', 'GOHDA YOSHIHIRO', 'TSUNEYUKI SHINJI'];LOW TEMPERATURE PHYSICS;Russia
A scenario for oxygen reduction in alkaline media;['IGNACZAK A', 'NAZMUTDINOV R', 'GODULJAN A', 'PINTO LMD', 'JUAREZ F', 'QUAINO P', 'SANTOS E', 'SCHMICKLER W'];['ADZIC R', 'ADZIC RR', 'MARKOVIC NM', 'VESOVIC VB', 'BARD AJ', 'BLIZANAC BB', 'ROSS PN', 'CHEN AC', 'LIPKOWSKI J', 'EICHLER A', 'MITTENDORFER F', 'HAFNER J', 'FORD DC', 'XU Y', 'MAVRIKAKIS M', 'GAJDOS M', 'GE XIAOMING', 'SUMBOJA AFRIYANTI', 'WUU DELVIN', 'GODULJAN ALEKSEJ', 'DE CAMPOS PINTO LEANDRO MOREIRA', 'JUAREZ FERNANDA', 'KANDOI S', 'GOKHALE AA', 'GRABOW LC', 'KUCERNAK A', 'BIDAULT F', 'SMITH G', 'LI WX', 'STAMPFL C', 'SCHEFFLER M', 'LIMA F H B', 'ZHANG J', 'SHAO M H', 'MARCUS RA', 'NORSKOV JK', 'BLIGAARD T', 'LOGADOTTIR A', 'PESSOA ANA M', 'FAJIN JOSE L C', 'GOMES JOSE R B', 'PINTO LEANDRO M C', 'QUAINO PAOLA', 'ARCE MAURICIO D', 'PRIETO A', 'HERNANDEZ J', 'HERRERO E', 'QI LIANG', 'QIAN XIAOFENG', 'LI JU', 'RAMASWAMY NAGAPPAN', 'MUKERJEE SANJEEV', 'LUNDIN A', 'POETTING K', 'STRBAC S'];NANO ENERGY;Russia
Two-dimensional plasmons in lateral carbon nanotube network structures and their effect on the terahertz radiation detection;['RYZHII V', 'OTSUJI T', 'RYZHII M', 'LEIMAN VG', 'FEDOROV G', 'GOLTZMAN GN', 'GAYDUCHENKO IA', 'TITOVA N', 'COQUILLAT D', 'BUT D', 'KNAP W', 'MITIN V', 'SHUR MS'];"['ANTONOV AV', 'GAVRILENKO VI', 'DEMIDOV EV', 'BOUBANGA-TOMBET S', 'TANIMOTO Y', 'SATOU A', 'CAI XINGHAN', 'SUSHKOV ANDREI B', 'SUESS RYAN J', 'CHKLOVSKII DB', 'SHKLOVSKII BI', 'GLAZMAN LI', 'CHUDOW JOEL D', 'SANTAVICCA DANIEL F', 'MCKITTERICK CHRIS B', 'NODJIADJIM V', 'KONCZYKOWSKA A', 'DMITRIEV A P', 'SHUR M S', 'DYAKONOV M', 'SHUR M', 'DYAKONOV MI', 'DYATLOVA OLGA A', 'KOEHLER CHRISTOPHER', 'VOGEL PETER', 'EL FATIMY A', 'TEPPE F', 'DYAKONOVA N', 'KARDAKOVA A', 'GAYDUCHENKO I', 'GAVRILENKO V I', 'DEMIDOV E V', ""MAREM'YANIN K V"", 'GELMONT B', 'MOGLESTUE C', 'HE XIAOWEI', 'LEONARD FRANCOIS', 'KONO JUNICHIRO', 'GAO WEILU', 'ZHANG QI', 'FUJIMURA NAOKI', 'LLOYD J MEAGAN', 'KHMYROVA I', 'MEZIANI Y', 'DENG Y', 'RUMYANTSEV S', 'KNAP WOJCIECH', 'DYAKONOV MIKHAIL', 'COQUILLAT DOMINIQUE', 'KURITA Y', 'DUCOURNAU G', 'TALIN A ALEC', 'LI HJ', 'LU WG', 'LI JJ', 'LURYI S', 'LUSAKOWSKI J', 'MANOHARA HM', 'WONG EW', 'SCHLECHT E']";JOURNAL OF APPLIED PHYSICS;Russia
